"Sentence"	"Author"
"She gathered together her quack periodicals and her quack medicines, and thus armed with death, went about on her pale horse, metaphorically speaking, with hell following after."	"twain"
"But it occurred to him that he might as well have the marble he had just thrown away, and therefore he went and made a patient search for it."	"twain"
"You won't tell anybody at all?"	"twain"
"Under the roof vast knots of bats had packed themselves together, thousands in a bunch; the lights disturbed the creatures and they came flocking down by hundreds, squeaking and darting furiously at the candles."	"twain"
"If it hadn't ben for me he'd be down in Texas now, all right."	"twain"
"Yesthe way I'd like a hot stove if I was to set on it long enough."	"twain"
"Mr. Dobbins' lashings were very vigorous ones, too; for although he carried, under his wig, a perfectly bald and shiny head, he had only reached middle age, and there was no sign of feebleness in his muscle."	"twain"
"No man knew the cave."	"twain"
"A white layer of ashes covered the fire, and a thin blue breath of smoke rose straight into the air."	"twain"
"Tom knew their ways and the danger of this sort of conduct."	"twain"
"At the end of half an hour they were wading through the tall grass of the graveyard."	"twain"
"Tom lay awake and waited, in restless impatience."	"twain"
"He hid behind a great bowlder and fell to listening."	"twain"
"Finally Tom said: I can lick you!"	"twain"
"The old Welshman came home toward daylight, spattered with candle-grease, smeared with clay, and almost worn out."	"twain"
"Every pore inside the boys' cheeks became a spouting fountain; they could scarcely bail out the cellars under their tongues fast enough to prevent an inundation; little overflowings down their throats occurred in spite of all they could do, and sudden retchings followed every time."	"twain"
"It was the meanest kind of luck!"	"twain"
"By hokey, that's so, Tom!"	"twain"
"The boy whose history this book relates did not enjoy the prayer, he only endured itif he even did that much."	"twain"
"Early in the forenoon parties of jaded men began to straggle into the village, but the strongest of the citizens continued searching."	"twain"
"I'll tell everything."	"twain"
"He took a good scolding about clodding Sid, and did not seem to mind it in the least."	"twain"
"Let your outside turn over slow!"	"twain"
"He would have given worlds, now, to have that German lad back again with a sound mind."	"twain"
"I don't care for fishing."	"twain"
"The tavern-keeper's young son said it was kept locked all the time, and he never saw anybody go into it or come out of it except at night; he did not know any particular reason for this state of things; had had some little curiosity, but it was rather feeble; had made the most of the mystery by entertaining himself with the idea that that room was ha'nted; had noticed that there was a light in there the night before."	"twain"
"I reckon Injun Joe's left friends behind him, and I don't want 'em souring on me and doing me mean tricks."	"twain"
"Cracky, I wisht I was."	"twain"
"Tom lay upon a sofa with an eager auditory about him and told the history of the wonderful adventure, putting in many striking additions to adorn it withal; and closed with a description of how he left Becky and went on an exploring expedition; how he followed two avenues as far as his kite-line would reach; how he followed a third to the fullest stretch of the kite-line, and was about to turn back when he glimpsed a far-off speck that looked like daylight; dropped the line and groped toward it, pushed his head and shoulders through a small hole, and saw the broad Mississippi rolling by!"	"twain"
"After the feast there was a refreshing season of rest and chat in the shade of spreading oaks."	"twain"
"Then she called: Tom!"	"twain"
"They felt no longing for the little village sleeping in the distance beyond the majestic waste of water."	"twain"
"The themes were the same that had been illuminated upon similar occasions by their mothers before them, their grandmothers, and doubtless all their ancestors in the female line clear back to the Crusades."	"twain"
"The poor fellow's face was haggard, and his eyes showed the fear that was upon him."	"twain"
"He trotted along awhile; then slackened his pace, fearing he was gaining too fast; moved on a piece, then stopped altogether; listened; no sound; none, save that he seemed to hear the beating of his own heart."	"twain"
"Then she sprang away and ran around and around the desks and benches, with Tom after her, and took refuge in a corner at last, with her little white apron to her face."	"twain"
"Then the sobs came thick and fast."	"twain"
"The glaring insincerity of these sermons was not sufficient to compass the banishment of the fashion from the schools, and it is not sufficient today; it never will be sufficient while the world stands, perhaps."	"twain"
"There was one very strong argument in favor of this ideanamely, that the quantity of coin he had seen was too vast to be real."	"twain"
"Tom considered awhile; and then said: The ha'nted house."	"twain"
"Every eye fastened itself with wondering interest upon Tom as he rose and took his place upon the stand."	"twain"
"The next day the doctors were back; Tom had relapsed."	"twain"
"And the women's always beautiful, too."	"twain"
"His head nodded, and little by little his chin descended and touched the enemy, who seized it."	"twain"
"But at last she was still, only moaning a little in her sleep."	"twain"
"The handle of the telltale tea-spoon was visible under the bed-valance."	"twain"
"As he went out at the door he said: Siddy, I'll lick you for that."	"twain"
"Oh, it's all getting just as bright as day, now."	"twain"
"Quick as lightning the halfbreed sprang for a window, tore his way through all opposers, and was gone!"	"twain"
"A marked anxiety came into Aunt Polly's face."	"twain"
"You like it here, don't you, Huck?"	"twain"
"Huck had learned all about Tom's adventure from the Welshman and the Widow Douglas, by this time, but Tom said he reckoned there was one thing they had not told him; that thing was what he wanted to talk about now."	"twain"
"But do you see that white place up yonder where there's been a landslide?"	"twain"
"His white handkerchief was hanging out of his pocket behind, as usual on Sundaysaccidentally."	"twain"
"Yes, but, Huck, ghosts don't travel around only at night."	"twain"
"She said she would try to hope again, she would get up and follow wherever he might lead if only he would not talk like that any more."	"twain"
"Now you shut up that nonsense and climb out of this."	"twain"
"At the end of the second day the village talk was to the effect that Injun Joe's evidence stood firm and unshaken, and that there was not the slightest question as to what the jury's verdict would be."	"twain"
